videoViewCount,videoLikeCount,favoriteCount,commentCount,videoPublishedAt,channelId,title,description,thumbnails,channelTitle,tags,categoryId,liveBroadcastContent,localized,defaultAudioLanguage,defaultLanguage,0,channel_title,channelViewCount,channelSubscriberCount,country
544212,14156,0,975,2021-07-23 10:26:20,UCz43BLa4tq0JvitUi6yAUNA,Drama T - Your Man (Official Video),"Stream/download #yourman  via 
https://backl.ink/147265272

#dramat #bantubwoy #yourman 
Director: John Elarts Under BantuBwoy Entertainment
Produced by: Endomike The Machine under Bantubwoy Entertainment

lyrics 
BABYKILLER YOUR FAVOURITE
(NANANANANA YEE)
DRAMA T IS ON THE BEAT 
(NANANANANA YEE)
Mbambona kenshi nikina 
Kuguha umutima Atanyinya 
ikinya kintera kwicuza 
nkashaka ibi Baba nkikoma 

mpora nibaza kwivyo nkora bitakuryohera namba
ukumbabariza umutima bituma numva nosara 

peut etre kushaka Ama range 
peut etre kushaka Ama Benz 
Tell me what should I do to get you oohh aah 
cause I wanna fly and you cut off my wings

BRIDGE
twasangira Vyinsh ntaco Nigumije 
nakugize team nkuru noe uranyumije 
HEY TEAM HEY TEAM 
IF YOU WANT LET ME BE YOUR MAN 
HEY TEAM HEY TEAM
 IF YOU WANT LET ME BE YOUR RIGHT 

CHORUS
I WILL TELL YOU MAMA LOVE 
KUKUNDA KUMBABAZA 
I GO TELL YOUR PAPA LOVE 
KO WASAJIJE KUNCOKOZA 
MAKE I BE YOUR MAN MAKE I BE
UKAREKA KUNKOTOZA 
MAKE I BE YOUR MAN MAKE I BE 
UKAREKA KU NCUMUZA 
MAKE I BE YOUR MAN YOUR MAN 🥺
MAKE I BE YOUR MAN YOUR MAN 🥺

VERSE2 : 
Ubundi nigira I panci 
mugukunda nkivayo 
nkishinga kuba romantic
abandi hirya birasayo Yoo Yoo 
Are you done with my Moto? 
Moto Moto Moto 
ikinrya nako Ka Moto Moto Moto 
kamavuta wisiga 
burya ndayakumbura 
nubwo kensh umbabaz
burya ndayakumbura 
nubwo kenshi umbabaza aaah eeeiih 

BRIDGE
twasangira Vyinsh ntaco Nigumije 
nakugize team nkuru noe uranyumije 
HEY TEAM HEY TEAM 
IF YOU WANT LET ME BE YOUR MAN 
HEY TEAM HEY TEAM
 IF YOU WANT LET ME BE YOUR RIGHT 

CHORUS
I WILL TELL YOU MAMA LOVE 
KUKUNDA KUMBABAZA 
I GO TELL YOUR PAPA LOVE 
KO WASAJIJE KUNCOKOZA 
MAKE I BE YOUR MAN MAKE I BE
UKAREKA KUNKOTOZA 
MAKE I BE YOUR MAN MAKE I BE 
UKAREKA KU NCUMUZA 
MAKE I BE YOUR MAN YOUR MAN 🥺
MAKE I BE YOUR MAN YOUR MAN 
2021
Bujumbura - Burundi","{'default': {'url': 'https://i.ytimg.com/vi/L9NXSxEgoGQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/L9NXSxEgoGQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/L9NXSxEgoGQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/L9NXSxEgoGQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/L9NXSxEgoGQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Drama T,"['dramat', 'bigfizzo', 'burundi', 'eastafrica', '2021', 'music video']",10,none,"{'title': 'Drama T - Your Man (Official Video)', 'description': 'Stream/download #yourman  via \nhttps://backl.ink/147265272\n\n#dramat #bantubwoy #yourman \nDirector: John Elarts Under BantuBwoy Entertainment\nProduced by: Endomike The Machine under Bantubwoy Entertainment\n\nlyrics \nBABYKILLER YOUR FAVOURITE\n(NANANANANA YEE)\nDRAMA T IS ON THE BEAT \n(NANANANANA YEE)\nMbambona kenshi nikina \nKuguha umutima Atanyinya \nikinya kintera kwicuza \nnkashaka ibi Baba nkikoma \n\nmpora nibaza kwivyo nkora bitakuryohera namba\nukumbabariza umutima bituma numva nosara \n\npeut etre kushaka Ama range \npeut etre kushaka Ama Benz \nTell me what should I do to get you oohh aah \ncause I wanna fly and you cut off my wings\n\nBRIDGE\ntwasangira Vyinsh ntaco Nigumije \nnakugize team nkuru noe uranyumije \nHEY TEAM HEY TEAM \nIF YOU WANT LET ME BE YOUR MAN \nHEY TEAM HEY TEAM\n IF YOU WANT LET ME BE YOUR RIGHT \n\nCHORUS\nI WILL TELL YOU MAMA LOVE \nKUKUNDA KUMBABAZA \nI GO TELL YOUR PAPA LOVE \nKO WASAJIJE KUNCOKOZA \nMAKE I BE YOUR MAN MAKE I BE\nUKAREKA KUNKOTOZA \nMAKE I BE YOUR MAN MAKE I BE \nUKAREKA KU NCUMUZA \nMAKE I BE YOUR MAN YOUR MAN 🥺\nMAKE I BE YOUR MAN YOUR MAN 🥺\n\nVERSE2 : \nUbundi nigira I panci \nmugukunda nkivayo \nnkishinga kuba romantic\nabandi hirya birasayo Yoo Yoo \nAre you done with my Moto? \nMoto Moto Moto \nikinrya nako Ka Moto Moto Moto \nkamavuta wisiga \nburya ndayakumbura \nnubwo kensh umbabaz\nburya ndayakumbura \nnubwo kenshi umbabaza aaah eeeiih \n\nBRIDGE\ntwasangira Vyinsh ntaco Nigumije \nnakugize team nkuru noe uranyumije \nHEY TEAM HEY TEAM \nIF YOU WANT LET ME BE YOUR MAN \nHEY TEAM HEY TEAM\n IF YOU WANT LET ME BE YOUR RIGHT \n\nCHORUS\nI WILL TELL YOU MAMA LOVE \nKUKUNDA KUMBABAZA \nI GO TELL YOUR PAPA LOVE \nKO WASAJIJE KUNCOKOZA \nMAKE I BE YOUR MAN MAKE I BE\nUKAREKA KUNKOTOZA \nMAKE I BE YOUR MAN MAKE I BE \nUKAREKA KU NCUMUZA \nMAKE I BE YOUR MAN YOUR MAN 🥺\nMAKE I BE YOUR MAN YOUR MAN \n2021\nBujumbura - Burundi'}",,,10,Drama T,5438838,86800,CA
16305,1006,0,78,2019-04-19 17:07:12,UCz43BLa4tq0JvitUi6yAUNA,Drama T - Gumaho (Official Audio),"Drama T - Gumaho (Official Audio)
Produced by Amir Pro 
Cover by Hakeem Moza

---------------------------------------------------

More from Drama T:

Friendzone: https://youtu.be/87qBF03_4Ss
Bebe: https://youtu.be/1CGIuMoRYuU","{'default': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Drama T,"['#Akeza.net', '#Adele', '#Michael Bolton', '#Rayvanny', '#Justin Bieber', '#Big Fizzo', '#SatB', '#Diamond Platinum', '#Harmonize', '#Sheebah Kalungi', '#Ozuna', '#French Montana', '#Octopizzo', '#Aya Nakamura', '#Romain Virgo', '#Migos ATL']",10,none,"{'title': 'Drama T - Gumaho (Official Audio)', 'description': 'Drama T - Gumaho (Official Audio)\nProduced by Amir Pro \nCover by Hakeem Moza\n\n---------------------------------------------------\n\nMore from Drama T:\n\nFriendzone: https://youtu.be/87qBF03_4Ss\nBebe: https://youtu.be/1CGIuMoRYuU'}",,,10,Drama T,5438838,86800,CA
16305,1006,0,78,2019-04-19 17:07:12,UCz43BLa4tq0JvitUi6yAUNA,Drama T - Gumaho (Official Audio),"Drama T - Gumaho (Official Audio)
Produced by Amir Pro 
Cover by Hakeem Moza

---------------------------------------------------

More from Drama T:

Friendzone: https://youtu.be/87qBF03_4Ss
Bebe: https://youtu.be/1CGIuMoRYuU","{'default': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/SuyTha6Em64/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Drama T,"['#Akeza.net', '#Adele', '#Michael Bolton', '#Rayvanny', '#Justin Bieber', '#Big Fizzo', '#SatB', '#Diamond Platinum', '#Harmonize', '#Sheebah Kalungi', '#Ozuna', '#French Montana', '#Octopizzo', '#Aya Nakamura', '#Romain Virgo', '#Migos ATL']",10,none,"{'title': 'Drama T - Gumaho (Official Audio)', 'description': 'Drama T - Gumaho (Official Audio)\nProduced by Amir Pro \nCover by Hakeem Moza\n\n---------------------------------------------------\n\nMore from Drama T:\n\nFriendzone: https://youtu.be/87qBF03_4Ss\nBebe: https://youtu.be/1CGIuMoRYuU'}",,,10,Drama T,5438838,86800,CA
34009,1839,0,113,2019-01-29 20:11:25,UCz43BLa4tq0JvitUi6yAUNA,FRIENDZONE BY DRAMA T,"He's back Again for this one 🔥  Hope you will love it FRIENDZONE PROD BY ENDO MIKE THE MACHINE IN BANTUBWOY RECORD  🔥 Kubantu mwese vyashikiye mukaja mur friendzone nabo bitashikiye mwese Iyi ndirimbo ibaryohere 

love you mi Family (fan)

let's do it for this time Bujaflava on high","{'default': {'url': 'https://i.ytimg.com/vi/87qBF03_4Ss/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/87qBF03_4Ss/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/87qBF03_4Ss/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/87qBF03_4Ss/sddefault.jpg', 'width': 640, 'height': 480}}",Drama T,,22,none,"{'title': 'FRIENDZONE BY DRAMA T', 'description': ""He's back Again for this one 🔥  Hope you will love it FRIENDZONE PROD BY ENDO MIKE THE MACHINE IN BANTUBWOY RECORD  🔥 Kubantu mwese vyashikiye mukaja mur friendzone nabo bitashikiye mwese Iyi ndirimbo ibaryohere \n\nlove you mi Family (fan)\n\nlet's do it for this time Bujaflava on high""}",,,22,Drama T,5438838,86800,CA
34009,1839,0,113,2019-01-29 20:11:25,UCz43BLa4tq0JvitUi6yAUNA,FRIENDZONE BY DRAMA T,"He's back Again for this one 🔥  Hope you will love it FRIENDZONE PROD BY ENDO MIKE THE MACHINE IN BANTUBWOY RECORD  🔥 Kubantu mwese vyashikiye mukaja mur friendzone nabo bitashikiye mwese Iyi ndirimbo ibaryohere 

love you mi Family (fan)

let's do it for this time Bujaflava on high","{'default': {'url': 'https://i.ytimg.com/vi/87qBF03_4Ss/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/87qBF03_4Ss/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/87qBF03_4Ss/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/87qBF03_4Ss/sddefault.jpg', 'width': 640, 'height': 480}}",Drama T,,22,none,"{'title': 'FRIENDZONE BY DRAMA T', 'description': ""He's back Again for this one 🔥  Hope you will love it FRIENDZONE PROD BY ENDO MIKE THE MACHINE IN BANTUBWOY RECORD  🔥 Kubantu mwese vyashikiye mukaja mur friendzone nabo bitashikiye mwese Iyi ndirimbo ibaryohere \n\nlove you mi Family (fan)\n\nlet's do it for this time Bujaflava on high""}",,,22,Drama T,5438838,86800,CA
13957,927,0,49,2018-10-28 06:47:48,UCz43BLa4tq0JvitUi6yAUNA,BEBE BY DRAMA T 🔥🔥,nkindirimbo yanj yambere ibaryohere mwebwe mutumye ndabikora  (Fans)ndabakunda cane thank you too mum,"{'default': {'url': 'https://i.ytimg.com/vi/1CGIuMoRYuU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1CGIuMoRYuU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1CGIuMoRYuU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/1CGIuMoRYuU/sddefault.jpg', 'width': 640, 'height': 480}}",Drama T,,10,none,"{'title': 'BEBE BY DRAMA T 🔥🔥', 'description': 'nkindirimbo yanj yambere ibaryohere mwebwe mutumye ndabikora  (Fans)ndabakunda cane thank you too mum'}",,,10,Drama T,5438838,86800,CA
13957,927,0,49,2018-10-28 06:47:48,UCz43BLa4tq0JvitUi6yAUNA,BEBE BY DRAMA T 🔥🔥,nkindirimbo yanj yambere ibaryohere mwebwe mutumye ndabikora  (Fans)ndabakunda cane thank you too mum,"{'default': {'url': 'https://i.ytimg.com/vi/1CGIuMoRYuU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1CGIuMoRYuU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1CGIuMoRYuU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/1CGIuMoRYuU/sddefault.jpg', 'width': 640, 'height': 480}}",Drama T,,10,none,"{'title': 'BEBE BY DRAMA T 🔥🔥', 'description': 'nkindirimbo yanj yambere ibaryohere mwebwe mutumye ndabikora  (Fans)ndabakunda cane thank you too mum'}",,,10,Drama T,5438838,86800,CA
4048,251,0,93,2020-10-11 23:28:22,UCRcdTAThRDRmkaJ4oCkfNTg,Mt number one-Uwanje,#weezynation USA,"{'default': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,,22,none,"{'title': 'Mt number one-Uwanje', 'description': '#weezynation USA'}",rw,,22,Mt number one,3516115,43200,
4048,251,0,93,2020-10-11 23:28:22,UCRcdTAThRDRmkaJ4oCkfNTg,Mt number one-Uwanje,#weezynation USA,"{'default': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/yOTBy1M8vYc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,,22,none,"{'title': 'Mt number one-Uwanje', 'description': '#weezynation USA'}",rw,,22,Mt number one,3516115,43200,
1768,77,0,3,2022-08-18 18:05:56,UCRcdTAThRDRmkaJ4oCkfNTg,Tujane,,"{'default': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,,10,none,"{'title': 'Tujane', 'description': ''}",,,10,Mt number one,3516115,43200,
1768,77,0,3,2022-08-18 18:05:56,UCRcdTAThRDRmkaJ4oCkfNTg,Tujane,,"{'default': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/lAGyugo-KxM/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,,10,none,"{'title': 'Tujane', 'description': ''}",,,10,Mt number one,3516115,43200,
220743,5857,0,716,2021-02-13 20:03:31,UCRcdTAThRDRmkaJ4oCkfNTg,Mt Number One - One Day ft Sat-B (Official Music Video),"Mt Number One - One Day ft Sat-B (Official Music Video) by Mt number one

Twitter: https://www.twitter.com/mtnumberonee
Facebook: https://www.facebook.com/Mt+number+one-409474855831394
https://www.facebook.com/indonyi/notifications/
https://soundcloud.com/mtnumberone
https://www.facebook.com/409474855831394

Copyright (C) 2021 mt number one.","{'default': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,"['music', 'music video', 'vydia', 'Mt Number One - One Day ft Sat-B (Official Music Video)', 'Mt number one', 'Afro Beat', 'Self-made', '2021', 'mt number one', 'weezynation', 'Kent-p', 'kent-p', 'n/a', 'Burundian music', 'African Maurice', 'diamond Platnumz', 'Ronald', 'Tanzania', 'Rwanda', 'Meddy']",10,none,"{'title': 'Mt Number One - One Day ft Sat-B (Official Music Video)', 'description': 'Mt Number One - One Day ft Sat-B (Official Music Video) by Mt number one\n\nTwitter: https://www.twitter.com/mtnumberonee\nFacebook: https://www.facebook.com/Mt+number+one-409474855831394\nhttps://www.facebook.com/indonyi/notifications/\nhttps://soundcloud.com/mtnumberone\nhttps://www.facebook.com/409474855831394\n\nCopyright (C) 2021 mt number one.'}",en-US,,10,Mt number one,3516115,43200,
220743,5857,0,716,2021-02-13 20:03:31,UCRcdTAThRDRmkaJ4oCkfNTg,Mt Number One - One Day ft Sat-B (Official Music Video),"Mt Number One - One Day ft Sat-B (Official Music Video) by Mt number one

Twitter: https://www.twitter.com/mtnumberonee
Facebook: https://www.facebook.com/Mt+number+one-409474855831394
https://www.facebook.com/indonyi/notifications/
https://soundcloud.com/mtnumberone
https://www.facebook.com/409474855831394

Copyright (C) 2021 mt number one.","{'default': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/YYqpULtdJd4/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,"['music', 'music video', 'vydia', 'Mt Number One - One Day ft Sat-B (Official Music Video)', 'Mt number one', 'Afro Beat', 'Self-made', '2021', 'mt number one', 'weezynation', 'Kent-p', 'kent-p', 'n/a', 'Burundian music', 'African Maurice', 'diamond Platnumz', 'Ronald', 'Tanzania', 'Rwanda', 'Meddy']",10,none,"{'title': 'Mt Number One - One Day ft Sat-B (Official Music Video)', 'description': 'Mt Number One - One Day ft Sat-B (Official Music Video) by Mt number one\n\nTwitter: https://www.twitter.com/mtnumberonee\nFacebook: https://www.facebook.com/Mt+number+one-409474855831394\nhttps://www.facebook.com/indonyi/notifications/\nhttps://soundcloud.com/mtnumberone\nhttps://www.facebook.com/409474855831394\n\nCopyright (C) 2021 mt number one.'}",en-US,,10,Mt number one,3516115,43200,
1493,83,0,26,2020-11-29 21:02:53,UCRcdTAThRDRmkaJ4oCkfNTg,Mt number one performing @Thanksgiving 🔥 with Gn Nephew,#weezynation,"{'default': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,,22,none,"{'title': 'Mt number one performing @Thanksgiving 🔥 with Gn Nephew', 'description': '#weezynation'}",,,22,Mt number one,3516115,43200,
1493,83,0,26,2020-11-29 21:02:53,UCRcdTAThRDRmkaJ4oCkfNTg,Mt number one performing @Thanksgiving 🔥 with Gn Nephew,#weezynation,"{'default': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/8ikVQqPreZk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,,22,none,"{'title': 'Mt number one performing @Thanksgiving 🔥 with Gn Nephew', 'description': '#weezynation'}",,,22,Mt number one,3516115,43200,
56702,3452,0,467,2023-01-06 12:47:56,UCRcdTAThRDRmkaJ4oCkfNTg,Mt Number one - Iyo ft Berry Music & Wise labesto,"Mt Number one - Iyo ft Berry Music & Wise labesto by Mt number one

Twitter: https://www.twitter.com/mtnumberonee
Facebook: https://www.facebook.com/Mt+number+one-409474855831394
https://www.facebook.com/indonyi/notifications/
https://soundcloud.com/mtnumberone
https://www.facebook.com/409474855831394

Copyright (C) 2023 mt number one.","{'default': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,"['2023', 'Afro Beat', 'Landry sb', 'Mt Number one - Iyo ft Berry Music & Wise labesto', 'Mt number one', 'grand pictures', 'mt number one', 'music', 'music video', 'n/a', 'vydia', 'weezynation']",10,none,"{'title': 'Mt Number one - Iyo ft Berry Music & Wise labesto', 'description': 'Mt Number one - Iyo ft Berry Music & Wise labesto by Mt number one\n\nTwitter: https://www.twitter.com/mtnumberonee\nFacebook: https://www.facebook.com/Mt+number+one-409474855831394\nhttps://www.facebook.com/indonyi/notifications/\nhttps://soundcloud.com/mtnumberone\nhttps://www.facebook.com/409474855831394\n\nCopyright (C) 2023 mt number one.'}",,,10,Mt number one,3516115,43200,
56702,3452,0,467,2023-01-06 12:47:56,UCRcdTAThRDRmkaJ4oCkfNTg,Mt Number one - Iyo ft Berry Music & Wise labesto,"Mt Number one - Iyo ft Berry Music & Wise labesto by Mt number one

Twitter: https://www.twitter.com/mtnumberonee
Facebook: https://www.facebook.com/Mt+number+one-409474855831394
https://www.facebook.com/indonyi/notifications/
https://soundcloud.com/mtnumberone
https://www.facebook.com/409474855831394

Copyright (C) 2023 mt number one.","{'default': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/65Tm6bbafi8/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Mt number one,"['2023', 'Afro Beat', 'Landry sb', 'Mt Number one - Iyo ft Berry Music & Wise labesto', 'Mt number one', 'grand pictures', 'mt number one', 'music', 'music video', 'n/a', 'vydia', 'weezynation']",10,none,"{'title': 'Mt Number one - Iyo ft Berry Music & Wise labesto', 'description': 'Mt Number one - Iyo ft Berry Music & Wise labesto by Mt number one\n\nTwitter: https://www.twitter.com/mtnumberonee\nFacebook: https://www.facebook.com/Mt+number+one-409474855831394\nhttps://www.facebook.com/indonyi/notifications/\nhttps://soundcloud.com/mtnumberone\nhttps://www.facebook.com/409474855831394\n\nCopyright (C) 2023 mt number one.'}",,,10,Mt number one,3516115,43200,
